Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Store_Age,target
13.48,No Sugar,0.061,Health and Hygiene,152.22,OUT004,Medium,Tier 2,Supermarket Type2,17,3746.65
13.83,Low Sugar,0.018,Baking Goods,146.23,OUT004,Medium,Tier 2,Supermarket Type2,17,3701.84
10.46,Low Sugar,0.084,Fruits and Vegetables,158.78,OUT004,Medium,Tier 2,Supermarket Type2,17,3197.66
15.74,Low Sugar,0.166,Meat,157.48,OUT003,Medium,Tier 1,Departmental Store,27,4364.62
11.0,Low Sugar,0.053,Canned,135.31,OUT004,Medium,Tier 2,Supermarket Type2,17,2839.28
12.12,Regular,0.024,Frozen Foods,153.24,OUT004,Medium,Tier 2,Supermarket Type2,17,3460.62
7.93,Low Sugar,0.012,Fruits and Vegetables,119.38,OUT002,Small,Tier 3,Food Mart,28,1819.35
7.21,No Sugar,0.035,Household,147.23,OUT002,Small,Tier 3,Food Mart,28,2226.9
16.68,Regular,0.03,Frozen Foods,166.75,OUT001,High,Tier 2,Supermarket Type1,39,4767.62
11.4,No Sugar,0.049,Household,124.33,OUT004,Medium,Tier 2,Supermarket Type2,17,2706.05
11.5,Regular,0.149,Frozen Foods,140.08,OUT004,Medium,Tier 2,Supermarket Type2,17,3050.63
15.69,Low Sugar,0.116,Dairy,203.85,OUT003,Medium,Tier 1,Departmental Store,27,5301.86
14.61,Low Sugar,0.016,Dairy,141.97,OUT004,Medium,Tier 2,Supermarket Type2,17,3792.19
11.33,Regular,0.026,Snack Foods,110.96,OUT001,High,Tier 2,Supermarket Type1,39,2416.29
13.35,Low Sugar,0.044,Fruits and Vegetables,203.4,OUT001,High,Tier 2,Supermarket Type1,39,4763.13
14.48,Low Sugar,0.128,Baking Goods,171.58,OUT003,Medium,Tier 1,Departmental Store,27,4368.41
12.87,Regular,0.089,Fruits and Vegetables,133.63,OUT004,Medium,Tier 2,Supermarket Type2,17,3227.45
11.7,Regular,0.007,Breakfast,98.39,OUT002,Small,Tier 3,Food Mart,28,2243.79
12.11,Regular,0.027,Hard Drinks,106.65,OUT004,Medium,Tier 2,Supermarket Type2,17,2503.29
14.88,Low Sugar,0.031,Meat,160.28,OUT003,Medium,Tier 1,Departmental Store,27,4227.4
14.1,Low Sugar,0.029,Snack Foods,156.16,OUT004,Medium,Tier 2,Supermarket Type2,17,3967.42
9.21,Low Sugar,0.113,Snack Foods,138.68,OUT004,Medium,Tier 2,Supermarket Type2,17,2505.31
13.61,Regular,0.038,Fruits and Vegetables,189.27,OUT001,High,Tier 2,Supermarket Type1,39,4534.59
15.27,Low Sugar,0.015,Frozen Foods,178.72,OUT002,Small,Tier 3,Food Mart,28,1123.57
14.91,Regular,0.042,Meat,172.32,OUT003,Medium,Tier 1,Departmental Store,27,4480.33
7.99,Regular,0.016,Frozen Foods,135.44,OUT002,Small,Tier 3,Food Mart,28,2163.22
14.79,Regular,0.14,Baking Goods,148.09,OUT004,Medium,Tier 2,Supermarket Type2,17,3958.75
11.53,Low Sugar,0.14,Soft Drinks,176.53,OUT004,Medium,Tier 2,Supermarket Type2,17,3804.15
10.63,No Sugar,0.034,Health and Hygiene,194.38,OUT004,Medium,Tier 2,Supermarket Type2,17,3964.22
16.39,Low Sugar,0.072,Snack Foods,175.0,OUT003,Medium,Tier 1,Departmental Store,27,4869.43
12.53,Regular,0.014,Breakfast,110.43,OUT004,Medium,Tier 2,Supermarket Type2,17,2676.63
11.38,No Sugar,0.093,Health and Hygiene,185.3,OUT004,Medium,Tier 2,Supermarket Type2,17,3948.29
9.21,Regular,0.064,Frozen Foods,124.82,OUT002,Small,Tier 3,Food Mart,28,2220.56
6.65,Low Sugar,0.068,Fruits and Vegetables,116.13,OUT002,Small,Tier 3,Food Mart,28,1464.46
15.29,Regular,0.12,Canned,140.61,OUT004,Medium,Tier 2,Supermarket Type2,17,3918.26
14.31,Regular,0.083,Dairy,165.0,OUT002,Small,Tier 3,Food Mart,28,850.93
11.9,Regular,0.022,Snack Foods,119.42,OUT004,Medium,Tier 2,Supermarket Type2,17,2718.74
12.58,Regular,0.077,Frozen Foods,129.5,OUT004,Medium,Tier 2,Supermarket Type2,17,3077.8
10.41,No Sugar,0.035,Household,134.92,OUT004,Medium,Tier 2,Supermarket Type2,17,2699.44
13.47,Regular,0.017,Fruits and Vegetables,102.19,OUT004,Medium,Tier 2,Supermarket Type2,17,2720.11
11.79,Low Sugar,0.079,Frozen Foods,152.91,OUT004,Medium,Tier 2,Supermarket Type2,17,3378.4
11.37,Low Sugar,0.046,Hard Drinks,133.52,OUT004,Medium,Tier 2,Supermarket Type2,17,2887.6
13.3,Low Sugar,0.142,Snack Foods,166.26,OUT004,Medium,Tier 2,Supermarket Type2,17,3992.73
13.12,Low Sugar,0.056,Soft Drinks,180.78,OUT003,Medium,Tier 1,Departmental Store,27,4249.95
16.37,Regular,0.046,Meat,102.86,OUT004,Medium,Tier 2,Supermarket Type2,17,3389.62
11.43,Regular,0.079,Snack Foods,156.09,OUT004,Medium,Tier 2,Supermarket Type2,17,3363.3
14.58,Low Sugar,0.116,Fruits and Vegetables,121.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3363.09
16.32,Low Sugar,0.009,Breads,107.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3473.71
12.91,Low Sugar,0.063,Dairy,159.11,OUT004,Medium,Tier 2,Supermarket Type2,17,3758.47
13.47,No Sugar,0.108,Health and Hygiene,141.79,OUT004,Medium,Tier 2,Supermarket Type2,17,3530.79
10.93,No Sugar,0.085,Health and Hygiene,136.04,OUT004,Medium,Tier 2,Supermarket Type2,17,2838.93
11.81,Low Sugar,0.085,Snack Foods,90.24,OUT002,Small,Tier 3,Food Mart,28,2101.81
15.44,Regular,0.099,Meat,194.71,OUT003,Medium,Tier 1,Departmental Store,27,5059.22
11.87,Low Sugar,0.025,Baking Goods,113.36,OUT004,Medium,Tier 2,Supermarket Type2,17,2586.88
16.36,Regular,0.068,Hard Drinks,186.26,OUT003,Medium,Tier 1,Departmental Store,27,5093.76
15.65,Regular,0.093,Frozen Foods,184.74,OUT001,High,Tier 2,Supermarket Type1,39,4902.42
10.37,Low Sugar,0.112,Canned,146.48,OUT004,Medium,Tier 2,Supermarket Type2,17,2926.74
14.68,Low Sugar,0.076,Fruits and Vegetables,137.53,OUT004,Medium,Tier 2,Supermarket Type2,17,3716.88
17.14,Regular,0.036,Fruits and Vegetables,204.78,OUT003,Medium,Tier 1,Departmental Store,27,5648.58
11.54,Regular,0.032,Frozen Foods,117.75,OUT004,Medium,Tier 2,Supermarket Type2,17,2491.34
14.03,No Sugar,0.016,Household,157.94,OUT004,Medium,Tier 2,Supermarket Type2,17,3988.7
15.58,Regular,0.148,Baking Goods,155.8,OUT003,Medium,Tier 1,Departmental Store,27,4294.9
12.71,Low Sugar,0.085,Dairy,114.22,OUT004,Medium,Tier 2,Supermarket Type2,17,2794.23
12.51,Low Sugar,0.014,Canned,133.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3136.42
8.35,No Sugar,0.185,Household,136.18,OUT002,Small,Tier 3,Food Mart,28,2259.88
11.16,No Sugar,0.077,Health and Hygiene,145.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3093.48
11.94,Low Sugar,0.067,Soft Drinks,175.92,OUT004,Medium,Tier 2,Supermarket Type2,17,3883.52
15.06,Low Sugar,0.034,Snack Foods,165.64,OUT003,Medium,Tier 1,Departmental Store,27,4378.06
12.74,No Sugar,0.085,Others,145.01,OUT004,Medium,Tier 2,Supermarket Type2,17,3432.06
14.28,Regular,0.095,Snack Foods,190.26,OUT001,High,Tier 2,Supermarket Type1,39,4704.78
10.76,Low Sugar,0.019,Meat,190.45,OUT004,Medium,Tier 2,Supermarket Type2,17,3914.26
13.57,Regular,0.017,Hard Drinks,164.9,OUT001,High,Tier 2,Supermarket Type1,39,4025.76
11.27,No Sugar,0.021,Household,151.5,OUT004,Medium,Tier 2,Supermarket Type2,17,3231.46
13.69,Low Sugar,0.034,Frozen Foods,141.72,OUT004,Medium,Tier 2,Supermarket Type2,17,3579.46
14.35,Low Sugar,0.038,Frozen Foods,175.22,OUT003,Medium,Tier 1,Departmental Store,27,4413.22
12.5,Regular,0.013,Fruits and Vegetables,166.72,OUT004,Medium,Tier 2,Supermarket Type2,17,3820.74
14.37,Low Sugar,0.113,Soft Drinks,181.98,OUT001,High,Tier 2,Supermarket Type1,39,4556.3
9.52,Low Sugar,0.092,Hard Drinks,172.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3274.41
15.58,Low Sugar,0.061,Canned,153.82,OUT002,Small,Tier 3,Food Mart,28,1560.43
10.66,Low Sugar,0.1,Snack Foods,160.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3275.36
8.86,Low Sugar,0.024,Canned,137.9,OUT001,High,Tier 2,Supermarket Type1,39,2409.16
12.57,Low Sugar,0.017,Baking Goods,143.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3353.55
14.76,Low Sugar,0.076,Meat,130.99,OUT004,Medium,Tier 2,Supermarket Type2,17,3601.2
10.69,Low Sugar,0.027,Baking Goods,132.3,OUT004,Medium,Tier 2,Supermarket Type2,17,2707.49
9.33,Low Sugar,0.162,Meat,146.11,OUT004,Medium,Tier 2,Supermarket Type2,17,2683.55
14.29,Regular,0.097,Baking Goods,186.0,OUT001,High,Tier 2,Supermarket Type1,39,4621.59
13.18,Low Sugar,0.067,Snack Foods,136.11,OUT004,Medium,Tier 2,Supermarket Type2,17,3348.99
11.72,Regular,0.054,Frozen Foods,121.49,OUT004,Medium,Tier 2,Supermarket Type2,17,2718.95
12.06,Low Sugar,0.082,Dairy,141.87,OUT004,Medium,Tier 2,Supermarket Type2,17,3213.52
14.67,Low Sugar,0.044,Snack Foods,215.13,OUT003,Medium,Tier 1,Departmental Store,27,5302.5
12.35,Regular,0.015,Fruits and Vegetables,152.86,OUT004,Medium,Tier 2,Supermarket Type2,17,3503.96
11.38,Regular,0.14,Dairy,126.15,OUT004,Medium,Tier 2,Supermarket Type2,17,2738.02
13.51,Low Sugar,0.047,Baking Goods,144.06,OUT004,Medium,Tier 2,Supermarket Type2,17,3586.98
14.73,Low Sugar,0.021,Canned,172.75,OUT003,Medium,Tier 1,Departmental Store,27,4449.0
12.72,Regular,0.245,Fruits and Vegetables,117.19,OUT004,Medium,Tier 2,Supermarket Type2,17,2858.02
13.2,Low Sugar,0.124,Fruits and Vegetables,159.31,OUT004,Medium,Tier 2,Supermarket Type2,17,3828.79
12.76,Regular,0.021,Breads,139.6,OUT004,Medium,Tier 2,Supermarket Type2,17,3325.15
14.62,Low Sugar,0.082,Soft Drinks,206.45,OUT003,Medium,Tier 1,Departmental Store,27,5113.63
12.34,No Sugar,0.062,Health and Hygiene,150.26,OUT004,Medium,Tier 2,Supermarket Type2,17,3448.7
10.95,Low Sugar,0.039,Canned,123.62,OUT004,Medium,Tier 2,Supermarket Type2,17,2589.45
10.96,Regular,0.137,Canned,122.25,OUT004,Medium,Tier 2,Supermarket Type2,17,2564.53
10.45,No Sugar,0.027,Household,124.42,OUT001,High,Tier 2,Supermarket Type1,39,2491.87
11.43,Regular,0.053,Breads,161.36,OUT004,Medium,Tier 2,Supermarket Type2,17,3471.26
9.63,Low Sugar,0.071,Breads,197.66,OUT004,Medium,Tier 2,Supermarket Type2,17,3806.11
13.1,No Sugar,0.142,Health and Hygiene,194.13,OUT001,High,Tier 2,Supermarket Type1,39,4517.8
12.94,Low Sugar,0.035,Snack Foods,159.67,OUT004,Medium,Tier 2,Supermarket Type2,17,3777.56
11.59,Regular,0.091,Dairy,145.79,OUT004,Medium,Tier 2,Supermarket Type2,17,3188.61
13.76,Regular,0.073,Dairy,171.5,OUT003,Medium,Tier 1,Departmental Store,27,4203.24
11.21,Regular,0.06,Fruits and Vegetables,178.28,OUT004,Medium,Tier 2,Supermarket Type2,17,3766.56
16.69,Low Sugar,0.065,Breads,179.87,OUT003,Medium,Tier 1,Departmental Store,27,5037.39
12.46,Low Sugar,0.082,Breakfast,161.42,OUT004,Medium,Tier 2,Supermarket Type2,17,3704.11
15.08,Low Sugar,0.14,Dairy,193.21,OUT001,High,Tier 2,Supermarket Type1,39,4945.48
15.98,Low Sugar,0.106,Snack Foods,169.63,OUT001,High,Tier 2,Supermarket Type1,39,4668.38
10.27,No Sugar,0.136,Household,89.17,OUT002,Small,Tier 3,Food Mart,28,1729.69
14.98,Regular,0.046,Snack Foods,161.48,OUT003,Medium,Tier 1,Departmental Store,27,4275.61
13.82,No Sugar,0.104,Household,197.84,OUT001,High,Tier 2,Supermarket Type1,39,4757.76
9.44,No Sugar,0.09,Health and Hygiene,138.93,OUT004,Medium,Tier 2,Supermarket Type2,17,2560.36
12.76,Low Sugar,0.036,Soft Drinks,136.48,OUT004,Medium,Tier 2,Supermarket Type2,17,3262.43
15.6,Low Sugar,0.121,Soft Drinks,176.07,OUT001,High,Tier 2,Supermarket Type1,39,3191.08
8.87,Low Sugar,0.014,Fruits and Vegetables,161.19,OUT004,Medium,Tier 2,Supermarket Type2,17,2887.99
11.43,Low Sugar,0.058,Baking Goods,154.98,OUT004,Medium,Tier 2,Supermarket Type2,17,3339.24
16.08,Regular,0.061,Baking Goods,218.76,OUT003,Medium,Tier 1,Departmental Store,27,5694.99
14.04,Low Sugar,0.156,Baking Goods,118.63,OUT004,Medium,Tier 2,Supermarket Type2,17,3185.66
16.28,Low Sugar,0.047,Dairy,136.19,OUT001,High,Tier 2,Supermarket Type1,39,4050.33
11.95,Regular,0.093,Baking Goods,176.36,OUT004,Medium,Tier 2,Supermarket Type2,17,3893.54
14.62,Regular,0.064,Canned,150.23,OUT004,Medium,Tier 2,Supermarket Type2,17,3962.62
11.49,Regular,0.048,Frozen Foods,106.09,OUT001,High,Tier 2,Supermarket Type1,39,2352.96
14.47,No Sugar,0.042,Household,145.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3823.42
9.0,Regular,0.061,Baking Goods,126.52,OUT002,Small,Tier 3,Food Mart,28,2207.25
18.95,Low Sugar,0.015,Frozen Foods,222.53,OUT003,Medium,Tier 1,Departmental Store,27,6421.79
11.4,Low Sugar,0.048,Baking Goods,143.79,OUT004,Medium,Tier 2,Supermarket Type2,17,3103.01
9.2,Low Sugar,0.085,Baking Goods,109.8,OUT002,Small,Tier 3,Food Mart,28,1910.16
11.0,Low Sugar,0.035,Fruits and Vegetables,147.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3096.5
14.75,Regular,0.163,Snack Foods,197.84,OUT001,High,Tier 2,Supermarket Type1,39,4965.99
13.62,Low Sugar,0.097,Dairy,154.13,OUT004,Medium,Tier 2,Supermarket Type2,17,3817.08
12.24,Low Sugar,0.136,Fruits and Vegetables,147.39,OUT004,Medium,Tier 2,Supermarket Type2,17,3366.85
15.07,Low Sugar,0.011,Fruits and Vegetables,180.09,OUT001,High,Tier 2,Supermarket Type1,39,4676.55
14.34,No Sugar,0.031,Health and Hygiene,121.28,OUT004,Medium,Tier 2,Supermarket Type2,17,5130.16
14.91,Low Sugar,0.1,Meat,166.86,OUT003,Medium,Tier 1,Departmental Store,27,4368.82
10.25,No Sugar,0.157,Household,126.38,OUT001,High,Tier 2,Supermarket Type1,39,2488.06
13.55,Low Sugar,0.186,Baking Goods,66.75,OUT002,Small,Tier 3,Food Mart,28,2014.05
16.64,Low Sugar,0.022,Canned,127.51,OUT004,Medium,Tier 2,Supermarket Type2,17,3955.6
14.18,Low Sugar,0.073,Meat,158.5,OUT001,High,Tier 2,Supermarket Type1,39,4033.96
10.35,Regular,0.026,Dairy,112.74,OUT002,Small,Tier 3,Food Mart,28,2230.35
16.94,Regular,0.138,Fruits and Vegetables,220.44,OUT003,Medium,Tier 1,Departmental Store,27,5923.54
10.76,Low Sugar,0.08,Fruits and Vegetables,135.64,OUT004,Medium,Tier 2,Supermarket Type2,17,2793.29
15.87,Low Sugar,0.106,Meat,213.28,OUT003,Medium,Tier 1,Departmental Store,27,5534.96
11.61,No Sugar,0.031,Health and Hygiene,119.07,OUT004,Medium,Tier 2,Supermarket Type2,17,2644.96
12.77,No Sugar,0.095,Household,138.01,OUT004,Medium,Tier 2,Supermarket Type2,17,3294.63
16.83,Regular,0.054,Snack Foods,187.96,OUT003,Medium,Tier 1,Departmental Store,27,5235.81
9.18,Regular,0.024,Fruits and Vegetables,104.44,OUT002,Small,Tier 3,Food Mart,28,1795.89
14.66,Low Sugar,0.014,Hard Drinks,168.73,OUT003,Medium,Tier 1,Departmental Store,27,4350.25
13.66,Regular,0.108,Frozen Foods,81.08,OUT001,High,Tier 2,Supermarket Type1,39,2332.23
9.58,Low Sugar,0.039,Snack Foods,78.71,OUT002,Small,Tier 3,Food Mart,28,1361.51
15.68,Regular,0.118,Frozen Foods,162.72,OUT003,Medium,Tier 1,Departmental Store,27,4459.37
15.34,Regular,0.007,Starchy Foods,193.67,OUT003,Medium,Tier 1,Departmental Store,27,5015.88
11.49,Regular,0.013,Baking Goods,128.44,OUT004,Medium,Tier 2,Supermarket Type2,17,2809.48
10.07,Low Sugar,0.148,Dairy,153.56,OUT004,Medium,Tier 2,Supermarket Type2,17,3004.06
10.88,Low Sugar,0.124,Snack Foods,121.85,OUT004,Medium,Tier 2,Supermarket Type2,17,2536.83
11.42,Low Sugar,0.028,Snack Foods,152.78,OUT004,Medium,Tier 2,Supermarket Type2,17,3292.45
14.28,Low Sugar,0.006,Dairy,210.04,OUT003,Medium,Tier 1,Departmental Store,27,5110.06
15.72,Regular,0.076,Snack Foods,178.39,OUT001,High,Tier 2,Supermarket Type1,39,4787.41
13.79,Low Sugar,0.057,Snack Foods,98.9,OUT004,Medium,Tier 2,Supermarket Type2,17,2725.51
13.9,Low Sugar,0.035,Fruits and Vegetables,118.48,OUT004,Medium,Tier 2,Supermarket Type2,17,3151.8
15.8,Low Sugar,0.151,Canned,154.49,OUT003,Medium,Tier 1,Departmental Store,27,4317.3
13.1,Regular,0.128,Dairy,160.19,OUT004,Medium,Tier 2,Supermarket Type2,17,3822.63
14.11,Low Sugar,0.037,Fruits and Vegetables,152.6,OUT004,Medium,Tier 2,Supermarket Type2,17,3897.53
13.96,Low Sugar,0.01,Fruits and Vegetables,132.21,OUT004,Medium,Tier 2,Supermarket Type2,17,3445.19
10.18,Low Sugar,0.021,Frozen Foods,112.92,OUT002,Small,Tier 3,Food Mart,28,2197.53
11.81,Low Sugar,0.188,Fruits and Vegetables,109.81,OUT004,Medium,Tier 2,Supermarket Type2,17,2500.51
12.95,Regular,0.119,Frozen Foods,168.02,OUT004,Medium,Tier 2,Supermarket Type2,17,3950.9
14.62,Low Sugar,0.038,Dairy,231.55,OUT003,Medium,Tier 1,Departmental Store,27,5627.68
15.09,Regular,0.077,Snack Foods,131.45,OUT004,Medium,Tier 2,Supermarket Type2,17,3685.37
11.65,Low Sugar,0.047,Baking Goods,132.02,OUT004,Medium,Tier 2,Supermarket Type2,17,2920.12
14.52,Low Sugar,0.054,Soft Drinks,184.39,OUT001,High,Tier 2,Supermarket Type1,39,4638.79
14.58,Low Sugar,0.059,Meat,194.65,OUT001,High,Tier 2,Supermarket Type1,39,4862.3
9.99,Regular,0.09,Fruits and Vegetables,125.79,OUT001,High,Tier 2,Supermarket Type1,39,2416.69
13.48,Low Sugar,0.02,Frozen Foods,184.19,OUT003,Medium,Tier 1,Departmental Store,27,4400.99
13.23,Regular,0.162,Fruits and Vegetables,174.14,OUT001,High,Tier 2,Supermarket Type1,39,4137.97
12.77,Regular,0.112,Snack Foods,127.22,OUT004,Medium,Tier 2,Supermarket Type2,17,3073.22
7.3,Low Sugar,0.041,Dairy,125.09,OUT002,Small,Tier 3,Food Mart,28,1795.0
14.2,Low Sugar,0.049,Soft Drinks,149.21,OUT004,Medium,Tier 2,Supermarket Type2,17,3847.88
9.44,Low Sugar,0.03,Dairy,97.25,OUT002,Small,Tier 3,Food Mart,28,1709.21
9.88,Low Sugar,0.11,Dairy,94.05,OUT002,Small,Tier 3,Food Mart,28,1741.57
9.38,Low Sugar,0.128,Fruits and Vegetables,127.45,OUT001,High,Tier 2,Supermarket Type1,39,2312.15
14.65,No Sugar,0.037,Household,167.96,OUT003,Medium,Tier 1,Departmental Store,27,4333.48
13.39,Low Sugar,0.041,Snack Foods,159.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3865.18
10.62,Low Sugar,0.061,Frozen Foods,116.5,OUT001,High,Tier 2,Supermarket Type1,39,2368.04
13.09,Regular,0.033,Snack Foods,163.18,OUT004,Medium,Tier 2,Supermarket Type2,17,3882.38
11.3,No Sugar,0.077,Household,166.76,OUT004,Medium,Tier 2,Supermarket Type2,17,3551.79
13.46,Low Sugar,0.036,Fruits and Vegetables,183.41,OUT003,Medium,Tier 1,Departmental Store,27,4379.76
11.41,Low Sugar,0.029,Fruits and Vegetables,140.3,OUT004,Medium,Tier 2,Supermarket Type2,17,3034.07
12.41,No Sugar,0.039,Household,133.28,OUT004,Medium,Tier 2,Supermarket Type2,17,3117.48
15.04,No Sugar,0.065,Household,159.1,OUT003,Medium,Tier 1,Departmental Store,27,4240.72
11.6,Regular,0.113,Meat,93.72,OUT002,Small,Tier 3,Food Mart,28,1055.89
14.0,Regular,0.041,Meat,157.91,OUT004,Medium,Tier 2,Supermarket Type2,17,3979.59
11.12,Low Sugar,0.025,Baking Goods,121.95,OUT004,Medium,Tier 2,Supermarket Type2,17,2594.39
12.82,Low Sugar,0.112,Dairy,178.24,OUT001,High,Tier 2,Supermarket Type1,39,4129.11
13.22,Low Sugar,0.016,Canned,148.09,OUT004,Medium,Tier 2,Supermarket Type2,17,3603.08
14.43,Low Sugar,0.055,Meat,180.36,OUT001,High,Tier 2,Supermarket Type1,39,4536.09
14.47,Low Sugar,0.038,Baking Goods,177.93,OUT003,Medium,Tier 1,Departmental Store,27,4496.86
11.83,Low Sugar,0.023,Baking Goods,152.2,OUT004,Medium,Tier 2,Supermarket Type2,17,3372.79
12.31,Low Sugar,0.049,Canned,84.27,OUT002,Small,Tier 3,Food Mart,28,2092.42
10.74,Regular,0.12,Canned,139.39,OUT004,Medium,Tier 2,Supermarket Type2,17,2865.21
13.21,Regular,0.061,Soft Drinks,144.53,OUT004,Medium,Tier 2,Supermarket Type2,17,3527.91
8.04,Low Sugar,0.014,Canned,145.35,OUT001,High,Tier 2,Supermarket Type1,39,2377.27
11.09,Low Sugar,0.128,Snack Foods,90.68,OUT001,High,Tier 2,Supermarket Type1,39,3152.08
17.34,Regular,0.113,Snack Foods,201.25,OUT003,Medium,Tier 1,Departmental Store,27,5622.06
10.9,Low Sugar,0.076,Frozen Foods,115.99,OUT001,High,Tier 2,Supermarket Type1,39,2421.83
14.51,Regular,0.111,Dairy,118.48,OUT004,Medium,Tier 2,Supermarket Type2,17,3289.17
13.0,Low Sugar,0.038,Fruits and Vegetables,156.84,OUT004,Medium,Tier 2,Supermarket Type2,17,3732.08
13.18,Regular,0.048,Canned,163.39,OUT004,Medium,Tier 2,Supermarket Type2,17,3907.26
13.45,Regular,0.087,Fruits and Vegetables,75.23,OUT002,Small,Tier 3,Food Mart,28,2164.56
13.08,Regular,0.05,Snack Foods,189.87,OUT003,Medium,Tier 1,Departmental Store,27,4425.72
14.51,Low Sugar,0.14,Dairy,171.24,OUT003,Medium,Tier 1,Departmental Store,27,4367.27
13.08,Low Sugar,0.128,Meat,146.35,OUT004,Medium,Tier 2,Supermarket Type2,17,4334.63
15.81,No Sugar,0.07,Household,176.48,OUT001,High,Tier 2,Supermarket Type1,39,4770.49
17.56,No Sugar,0.105,Household,171.77,OUT003,Medium,Tier 1,Departmental Store,27,5068.3
9.94,Low Sugar,0.126,Fruits and Vegetables,114.27,OUT002,Small,Tier 3,Food Mart,28,2169.69
14.53,Low Sugar,0.092,Breads,218.91,OUT003,Medium,Tier 1,Departmental Store,27,5348.62
16.14,Regular,0.028,Fruits and Vegetables,129.92,OUT004,Medium,Tier 2,Supermarket Type2,17,3891.48
10.08,No Sugar,0.154,Health and Hygiene,119.91,OUT001,High,Tier 2,Supermarket Type1,39,2316.14
11.01,Regular,0.117,Frozen Foods,114.6,OUT001,High,Tier 2,Supermarket Type1,39,2417.79
11.56,Low Sugar,0.055,Meat,153.11,OUT004,Medium,Tier 2,Supermarket Type2,17,3330.23
13.13,Low Sugar,0.086,Snack Foods,161.03,OUT004,Medium,Tier 2,Supermarket Type2,17,3848.48
10.77,Low Sugar,0.057,Fruits and Vegetables,171.82,OUT004,Medium,Tier 2,Supermarket Type2,17,3535.01
7.42,Low Sugar,0.052,Frozen Foods,98.35,OUT002,Small,Tier 3,Food Mart,28,1273.63
11.41,No Sugar,0.072,Health and Hygiene,134.6,OUT004,Medium,Tier 2,Supermarket Type2,17,2918.02
13.01,Low Sugar,0.119,Snack Foods,150.84,OUT004,Medium,Tier 2,Supermarket Type2,17,3611.95
12.02,Low Sugar,0.117,Frozen Foods,150.87,OUT004,Medium,Tier 2,Supermarket Type2,17,3388.42
15.73,Low Sugar,0.089,Starchy Foods,173.7,OUT001,High,Tier 2,Supermarket Type1,39,4695.38
12.97,Regular,0.064,Snack Foods,177.78,OUT001,High,Tier 2,Supermarket Type1,39,4155.09
13.81,Low Sugar,0.056,Dairy,137.22,OUT004,Medium,Tier 2,Supermarket Type2,17,3514.42
5.93,Low Sugar,0.03,Dairy,109.76,OUT002,Small,Tier 3,Food Mart,28,1171.69
12.7,Low Sugar,0.038,Fruits and Vegetables,170.48,OUT004,Medium,Tier 2,Supermarket Type2,17,3944.7
13.27,Low Sugar,0.116,Snack Foods,158.91,OUT004,Medium,Tier 2,Supermarket Type2,17,3836.59
16.43,Low Sugar,0.086,Frozen Foods,153.73,OUT003,Medium,Tier 1,Departmental Store,27,4443.28
14.31,Low Sugar,0.063,Baking Goods,123.68,OUT004,Medium,Tier 2,Supermarket Type2,17,3350.4
14.2,Low Sugar,0.018,Meat,146.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3792.48
13.67,Low Sugar,0.046,Soft Drinks,165.23,OUT001,High,Tier 2,Supermarket Type1,39,4054.5
15.14,Low Sugar,0.089,Frozen Foods,214.63,OUT003,Medium,Tier 1,Departmental Store,27,3069.24
11.45,Regular,0.078,Dairy,127.67,OUT003,Medium,Tier 1,Departmental Store,27,6725.47
17.47,Low Sugar,0.027,Fruits and Vegetables,195.62,OUT003,Medium,Tier 1,Departmental Store,27,5535.64
9.65,Low Sugar,0.043,Meat,109.7,OUT002,Small,Tier 3,Food Mart,28,2010.76
13.05,Low Sugar,0.017,Breads,163.79,OUT004,Medium,Tier 2,Supermarket Type2,17,3886.66
14.42,No Sugar,0.049,Household,141.39,OUT004,Medium,Tier 2,Supermarket Type2,17,3736.65
10.84,Low Sugar,0.023,Baking Goods,116.45,OUT001,High,Tier 2,Supermarket Type1,39,2440.97
11.13,Regular,0.035,Soft Drinks,110.81,OUT001,High,Tier 2,Supermarket Type1,39,2366.89
11.96,Regular,0.061,Soft Drinks,148.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3319.48
15.47,Low Sugar,0.079,Snack Foods,145.72,OUT001,High,Tier 2,Supermarket Type1,39,4062.32
10.5,Low Sugar,0.031,Snack Foods,99.99,OUT002,Small,Tier 3,Food Mart,28,2003.66
11.19,Regular,0.084,Fruits and Vegetables,141.67,OUT004,Medium,Tier 2,Supermarket Type2,17,3013.38
14.54,Regular,0.035,Fruits and Vegetables,186.44,OUT001,High,Tier 2,Supermarket Type1,39,4686.75
10.0,Low Sugar,0.058,Seafood,144.39,OUT004,Medium,Tier 2,Supermarket Type2,17,2798.66
