Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total,Store_Age
12.55,No Sugar,0.174,Household,140.04,OUT004,Medium,Tier 2,Supermarket Type2,3286.6,17
12.08,No Sugar,0.177,Household,152.73,OUT004,Medium,Tier 2,Supermarket Type2,3439.72,17
8.35,No Sugar,0.185,Household,136.18,OUT002,Small,Tier 3,Food Mart,2259.88,28
15.62,No Sugar,0.021,Household,230.65,OUT003,Medium,Tier 1,Departmental Store,5835.86,27
16.67,Low Sugar,0.089,Snack Foods,182.92,OUT003,Medium,Tier 1,Departmental Store,5096.05,27
11.92,Regular,0.021,Breads,120.9,OUT004,Medium,Tier 2,Supermarket Type2,2753.15,17
9.94,Low Sugar,0.029,Canned,116.89,OUT002,Small,Tier 3,Food Mart,2222.45,28
13.89,Low Sugar,0.064,Soft Drinks,123.74,OUT004,Medium,Tier 2,Supermarket Type2,3255.41,17
12.39,No Sugar,0.021,Household,118.51,OUT004,Medium,Tier 2,Supermarket Type2,2810.58,17
7.02,Low Sugar,0.066,Snack Foods,101.02,OUT002,Small,Tier 3,Food Mart,1239.76,28
12.79,Low Sugar,0.045,Snack Foods,161.31,OUT004,Medium,Tier 2,Supermarket Type2,3777.1,17
14.12,No Sugar,0.041,Health and Hygiene,156.9,OUT004,Medium,Tier 2,Supermarket Type2,3313.58,17
12.56,Regular,0.032,Snack Foods,135.83,OUT004,Medium,Tier 2,Supermarket Type2,3203.43,17
13.22,No Sugar,0.157,Household,115.95,OUT004,Medium,Tier 2,Supermarket Type2,2946.39,17
14.16,Low Sugar,0.01,Starchy Foods,139.42,OUT004,Medium,Tier 2,Supermarket Type2,3638.13,17
11.61,No Sugar,0.035,Health and Hygiene,96.42,OUT002,Small,Tier 3,Food Mart,2181.04,28
16.71,Low Sugar,0.154,Dairy,157.73,OUT003,Medium,Tier 1,Departmental Store,6497.24,27
13.67,Low Sugar,0.119,Canned,164.43,OUT001,High,Tier 2,Supermarket Type1,4039.27,39
14.06,Low Sugar,0.056,Frozen Foods,209.76,OUT003,Medium,Tier 1,Departmental Store,5053.99,27
11.37,Regular,0.07,Frozen Foods,137.1,OUT004,Medium,Tier 2,Supermarket Type2,2959.87,17
13.27,Low Sugar,0.066,Snack Foods,184.35,OUT003,Medium,Tier 1,Departmental Store,4357.43,27
13.0,Low Sugar,0.03,Baking Goods,128.38,OUT004,Medium,Tier 2,Supermarket Type2,3150.29,17
11.72,Regular,0.054,Frozen Foods,121.49,OUT004,Medium,Tier 2,Supermarket Type2,2718.95,17
9.72,Low Sugar,0.013,Baking Goods,121.49,OUT002,Small,Tier 3,Food Mart,2267.15,28
15.57,Low Sugar,0.021,Breakfast,188.4,OUT003,Medium,Tier 1,Departmental Store,4958.29,27
17.29,Low Sugar,0.018,Baking Goods,183.51,OUT003,Medium,Tier 1,Departmental Store,5247.29,27
14.45,No Sugar,0.017,Household,175.47,OUT003,Medium,Tier 1,Departmental Store,5041.31,27
15.51,Low Sugar,0.123,Baking Goods,162.52,OUT003,Medium,Tier 1,Departmental Store,4415.94,27
14.39,Low Sugar,0.047,Fruits and Vegetables,158.65,OUT001,High,Tier 2,Supermarket Type1,3058.74,39
13.2,Regular,0.008,Fruits and Vegetables,171.82,OUT001,High,Tier 2,Supermarket Type1,4084.74,39
12.31,No Sugar,0.129,Household,105.99,OUT004,Medium,Tier 2,Supermarket Type2,2536.09,17
15.27,Low Sugar,0.015,Frozen Foods,178.72,OUT002,Small,Tier 3,Food Mart,1123.57,28
10.5,Low Sugar,0.083,Dairy,116.64,OUT003,Medium,Tier 1,Departmental Store,6634.22,27
13.2,Low Sugar,0.125,Dairy,150.37,OUT004,Medium,Tier 2,Supermarket Type2,3644.17,17
11.29,No Sugar,0.133,Health and Hygiene,170.93,OUT004,Medium,Tier 2,Supermarket Type2,3633.14,17
12.74,Low Sugar,0.039,Breads,148.4,OUT004,Medium,Tier 2,Supermarket Type2,3500.19,17
11.18,Regular,0.046,Starchy Foods,102.45,OUT002,Small,Tier 3,Food Mart,2207.51,28
10.73,Low Sugar,0.053,Dairy,113.31,OUT001,High,Tier 2,Supermarket Type1,2328.56,39
9.5,Low Sugar,0.01,Snack Foods,111.24,OUT002,Small,Tier 3,Food Mart,2008.6,28
15.61,Regular,0.044,Canned,172.4,OUT001,High,Tier 2,Supermarket Type1,4640.98,39
13.84,Low Sugar,0.28,Dairy,113.31,OUT004,Medium,Tier 2,Supermarket Type2,3031.13,17
12.47,Regular,0.053,Meat,173.88,OUT004,Medium,Tier 2,Supermarket Type2,3962.26,17
12.56,Low Sugar,0.023,Meat,134.11,OUT004,Medium,Tier 2,Supermarket Type2,3167.84,17
13.39,No Sugar,0.175,Health and Hygiene,160.31,OUT004,Medium,Tier 2,Supermarket Type2,3892.72,17
11.97,Low Sugar,0.022,Fruits and Vegetables,111.78,OUT004,Medium,Tier 2,Supermarket Type2,2578.16,17
11.18,Low Sugar,0.093,Fruits and Vegetables,137.91,OUT004,Medium,Tier 2,Supermarket Type2,2932.75,17
15.16,No Sugar,0.046,Household,145.42,OUT004,Medium,Tier 2,Supermarket Type2,3987.28,17
10.82,Low Sugar,0.057,Breakfast,154.82,OUT004,Medium,Tier 2,Supermarket Type2,3198.34,17
9.48,No Sugar,0.043,Health and Hygiene,102.74,OUT002,Small,Tier 3,Food Mart,1829.24,28
11.9,No Sugar,0.142,Health and Hygiene,100.77,OUT001,High,Tier 2,Supermarket Type1,2335.69,39
12.89,Low Sugar,0.047,Soft Drinks,198.96,OUT001,High,Tier 2,Supermarket Type1,4568.58,39
16.39,Low Sugar,0.078,Baking Goods,183.04,OUT003,Medium,Tier 1,Departmental Store,5035.81,27
9.24,Low Sugar,0.045,Fruits and Vegetables,130.95,OUT001,High,Tier 2,Supermarket Type1,2351.89,39
9.92,No Sugar,0.141,Health and Hygiene,94.98,OUT002,Small,Tier 3,Food Mart,1769.82,28
9.85,Regular,0.044,Meat,96.8,OUT002,Small,Tier 3,Food Mart,1791.63,28
9.08,Regular,0.032,Baking Goods,150.59,OUT004,Medium,Tier 2,Supermarket Type2,2719.57,17
12.52,Low Sugar,0.024,Baking Goods,160.88,OUT004,Medium,Tier 2,Supermarket Type2,3705.89,17
12.37,No Sugar,0.038,Household,129.99,OUT004,Medium,Tier 2,Supermarket Type2,3040.88,17
13.44,Regular,0.142,Soft Drinks,150.33,OUT004,Medium,Tier 2,Supermarket Type2,3699.68,17
11.43,Low Sugar,0.108,Fruits and Vegetables,141.98,OUT004,Medium,Tier 2,Supermarket Type2,3073.45,17
9.79,No Sugar,0.088,Household,176.71,OUT004,Medium,Tier 2,Supermarket Type2,3412.52,17
15.48,Regular,0.057,Fruits and Vegetables,148.8,OUT001,High,Tier 2,Supermarket Type1,4127.88,39
14.63,Low Sugar,0.066,Snack Foods,135.4,OUT004,Medium,Tier 2,Supermarket Type2,3662.1,17
14.34,No Sugar,0.047,Household,199.55,OUT001,High,Tier 2,Supermarket Type1,4909.67,39
14.58,Low Sugar,0.054,Frozen Foods,139.7,OUT004,Medium,Tier 2,Supermarket Type2,3739.56,17
10.12,No Sugar,0.039,Health and Hygiene,152.58,OUT004,Medium,Tier 2,Supermarket Type2,2995.26,17
13.16,Low Sugar,0.019,Baking Goods,160.93,OUT004,Medium,Tier 2,Supermarket Type2,3853.02,17
13.12,Regular,0.029,Canned,142.39,OUT004,Medium,Tier 2,Supermarket Type2,3463.33,17
12.72,Low Sugar,0.053,Baking Goods,147.1,OUT004,Medium,Tier 2,Supermarket Type2,3469.8,17
12.04,Low Sugar,0.022,Snack Foods,147.49,OUT004,Medium,Tier 2,Supermarket Type2,3324.8,17
12.01,Low Sugar,0.016,Dairy,131.45,OUT004,Medium,Tier 2,Supermarket Type2,2989.68,17
16.6,Low Sugar,0.123,Frozen Foods,199.63,OUT003,Medium,Tier 1,Departmental Store,5421.81,27
11.37,Low Sugar,0.079,Snack Foods,108.22,OUT001,High,Tier 2,Supermarket Type1,2368.69,39
9.4,Low Sugar,0.067,Meat,133.71,OUT001,High,Tier 2,Supermarket Type1,2444.93,39
11.39,Low Sugar,0.026,Canned,118.84,OUT004,Medium,Tier 2,Supermarket Type2,2591.42,17
11.54,Regular,0.032,Frozen Foods,117.75,OUT004,Medium,Tier 2,Supermarket Type2,2491.34,17
14.96,Low Sugar,0.062,Dairy,250.14,OUT003,Medium,Tier 1,Departmental Store,6083.39,27
13.54,Regular,0.093,Baking Goods,113.6,OUT004,Medium,Tier 2,Supermarket Type2,2968.81,17
13.9,Low Sugar,0.056,Baking Goods,151.03,OUT004,Medium,Tier 2,Supermarket Type2,3815.91,17
10.68,Low Sugar,0.017,Canned,96.41,OUT002,Small,Tier 3,Food Mart,1970.82,28
16.51,Regular,0.075,Hard Drinks,129.85,OUT004,Medium,Tier 2,Supermarket Type2,3972.95,17
16.29,Regular,0.184,Frozen Foods,217.94,OUT003,Medium,Tier 1,Departmental Store,5726.19,27
10.06,Low Sugar,0.031,Fruits and Vegetables,134.53,OUT004,Medium,Tier 2,Supermarket Type2,2611.62,17
13.08,Regular,0.027,Snack Foods,155.88,OUT004,Medium,Tier 2,Supermarket Type2,3730.67,17
14.83,Regular,0.148,Baking Goods,181.27,OUT001,High,Tier 2,Supermarket Type1,4645.4,39
11.62,Regular,0.054,Canned,136.42,OUT004,Medium,Tier 2,Supermarket Type2,3001.97,17
14.84,No Sugar,0.11,Household,167.73,OUT003,Medium,Tier 1,Departmental Store,4371.59,27
13.87,Low Sugar,0.129,Snack Foods,142.63,OUT004,Medium,Tier 2,Supermarket Type2,3637.27,17
8.62,No Sugar,0.049,Health and Hygiene,141.9,OUT001,High,Tier 2,Supermarket Type1,2436.2,39
14.14,Low Sugar,0.104,Dairy,156.29,OUT004,Medium,Tier 2,Supermarket Type2,3979.1,17
14.24,Low Sugar,0.135,Frozen Foods,101.53,OUT004,Medium,Tier 2,Supermarket Type2,2881.17,17
12.45,No Sugar,0.056,Household,83.69,OUT002,Small,Tier 3,Food Mart,2111.07,28
9.94,Low Sugar,0.184,Frozen Foods,92.19,OUT002,Small,Tier 3,Food Mart,1717.23,28
8.62,Low Sugar,0.11,Snack Foods,74.28,OUT002,Small,Tier 3,Food Mart,1052.83,28
19.4,Low Sugar,0.059,Frozen Foods,152.22,OUT003,Medium,Tier 1,Departmental Store,5083.67,27
10.15,Regular,0.031,Fruits and Vegetables,90.96,OUT002,Small,Tier 3,Food Mart,1739.39,28
12.51,Low Sugar,0.039,Meat,122.83,OUT004,Medium,Tier 2,Supermarket Type2,2926.07,17
11.46,Low Sugar,0.11,Hard Drinks,129.89,OUT004,Medium,Tier 2,Supermarket Type2,2833.62,17
13.35,Regular,0.16,Baking Goods,157.45,OUT004,Medium,Tier 2,Supermarket Type2,3823.63,17
11.12,Low Sugar,0.16,Canned,139.1,OUT004,Medium,Tier 2,Supermarket Type2,2945.6,17
11.95,Low Sugar,0.08,Starchy Foods,129.5,OUT004,Medium,Tier 2,Supermarket Type2,2934.91,17
12.34,No Sugar,0.062,Health and Hygiene,150.26,OUT004,Medium,Tier 2,Supermarket Type2,3448.7,17
12.71,Low Sugar,0.079,Fruits and Vegetables,136.62,OUT004,Medium,Tier 2,Supermarket Type2,3252.0,17
11.8,Low Sugar,0.033,Fruits and Vegetables,158.74,OUT004,Medium,Tier 2,Supermarket Type2,3500.18,17
15.4,Low Sugar,0.039,Frozen Foods,156.01,OUT003,Medium,Tier 1,Departmental Store,4257.16,27
15.78,No Sugar,0.067,Health and Hygiene,186.35,OUT003,Medium,Tier 1,Departmental Store,4963.64,27
11.13,Regular,0.088,Dairy,135.51,OUT004,Medium,Tier 2,Supermarket Type2,2873.38,17
13.0,Low Sugar,0.111,Snack Foods,133.1,OUT004,Medium,Tier 2,Supermarket Type2,3246.94,17
13.71,No Sugar,0.176,Health and Hygiene,116.67,OUT004,Medium,Tier 2,Supermarket Type2,3071.14,17
13.09,Low Sugar,0.041,Dairy,134.57,OUT004,Medium,Tier 2,Supermarket Type2,3296.43,17
16.07,Low Sugar,0.033,Snack Foods,185.45,OUT003,Medium,Tier 1,Departmental Store,5012.4,27
12.25,Low Sugar,0.051,Hard Drinks,161.77,OUT004,Medium,Tier 2,Supermarket Type2,3663.02,17
12.44,Low Sugar,0.022,Snack Foods,133.88,OUT004,Medium,Tier 2,Supermarket Type2,3136.58,17
10.74,Low Sugar,0.13,Soft Drinks,107.17,OUT002,Small,Tier 3,Food Mart,2205.39,28
6.95,Low Sugar,0.079,Canned,50.13,OUT002,Small,Tier 3,Food Mart,180.86,28
10.2,Low Sugar,0.077,Soft Drinks,77.01,OUT002,Small,Tier 3,Food Mart,1466.13,28
11.34,Low Sugar,0.045,Fruits and Vegetables,121.61,OUT004,Medium,Tier 2,Supermarket Type2,2637.16,17
15.81,Low Sugar,0.089,Snack Foods,169.42,OUT001,High,Tier 2,Supermarket Type1,4624.49,39
11.04,Low Sugar,0.058,Fruits and Vegetables,167.84,OUT003,Medium,Tier 1,Departmental Store,5861.54,27
12.77,Regular,0.112,Snack Foods,127.22,OUT004,Medium,Tier 2,Supermarket Type2,3073.22,17
11.97,Low Sugar,0.067,Hard Drinks,128.41,OUT004,Medium,Tier 2,Supermarket Type2,2918.9,17
12.99,Low Sugar,0.038,Meat,155.48,OUT004,Medium,Tier 2,Supermarket Type2,3701.33,17
9.55,Regular,0.035,Dairy,144.86,OUT004,Medium,Tier 2,Supermarket Type2,2708.6,17
12.57,Low Sugar,0.063,Snack Foods,162.13,OUT004,Medium,Tier 2,Supermarket Type2,3743.8,17
6.71,Low Sugar,0.129,Fruits and Vegetables,65.21,OUT002,Small,Tier 3,Food Mart,436.31,28
12.13,Low Sugar,0.023,Dairy,159.75,OUT004,Medium,Tier 2,Supermarket Type2,3595.73,17
12.35,Regular,0.038,Canned,124.56,OUT003,Medium,Tier 1,Departmental Store,6140.27,27
12.22,Regular,0.094,Baking Goods,125.86,OUT004,Medium,Tier 2,Supermarket Type2,2922.47,17
12.86,Low Sugar,0.095,Baking Goods,178.17,OUT001,High,Tier 2,Supermarket Type1,4138.18,39
10.81,Regular,0.036,Snack Foods,121.88,OUT004,Medium,Tier 2,Supermarket Type2,2522.03,17
15.0,Regular,0.016,Fruits and Vegetables,164.02,OUT003,Medium,Tier 1,Departmental Store,4331.07,27
13.6,No Sugar,0.039,Household,114.12,OUT004,Medium,Tier 2,Supermarket Type2,2993.4,17
12.21,Regular,0.174,Fruits and Vegetables,172.5,OUT004,Medium,Tier 2,Supermarket Type2,3873.49,17
15.98,No Sugar,0.042,Household,195.42,OUT003,Medium,Tier 1,Departmental Store,5194.84,27
11.66,Low Sugar,0.051,Snack Foods,188.11,OUT001,High,Tier 2,Supermarket Type1,4068.97,39
8.43,Regular,0.073,Snack Foods,135.37,OUT002,Small,Tier 3,Food Mart,2259.49,28
11.41,Low Sugar,0.025,Canned,144.89,OUT004,Medium,Tier 2,Supermarket Type2,5209.49,17
15.79,Low Sugar,0.073,Fruits and Vegetables,181.99,OUT001,High,Tier 2,Supermarket Type1,4878.66,39
14.73,Low Sugar,0.072,Starchy Foods,179.27,OUT001,High,Tier 2,Supermarket Type1,4582.71,39
16.35,No Sugar,0.086,Household,142.58,OUT001,High,Tier 2,Supermarket Type1,4196.67,39
12.11,No Sugar,0.014,Household,124.62,OUT004,Medium,Tier 2,Supermarket Type2,2871.13,17
11.43,Regular,0.143,Hard Drinks,104.91,OUT001,High,Tier 2,Supermarket Type1,2315.21,39
11.48,Low Sugar,0.106,Baking Goods,132.64,OUT004,Medium,Tier 2,Supermarket Type2,2894.0,17
9.52,Low Sugar,0.113,Baking Goods,85.56,OUT002,Small,Tier 3,Food Mart,1486.47,28
11.91,Regular,0.015,Snack Foods,153.02,OUT004,Medium,Tier 2,Supermarket Type2,3408.55,17
10.33,Regular,0.054,Soft Drinks,151.65,OUT002,Small,Tier 3,Food Mart,1185.08,28
15.05,Regular,0.044,Meat,165.04,OUT003,Medium,Tier 1,Departmental Store,4364.07,27
14.63,Regular,0.077,Frozen Foods,193.81,OUT001,High,Tier 2,Supermarket Type1,4857.25,39
13.3,No Sugar,0.093,Health and Hygiene,158.62,OUT004,Medium,Tier 2,Supermarket Type2,3837.37,17
11.4,Low Sugar,0.016,Dairy,118.04,OUT004,Medium,Tier 2,Supermarket Type2,2577.08,17
11.49,Low Sugar,0.12,Baking Goods,129.33,OUT004,Medium,Tier 2,Supermarket Type2,2829.07,17
14.07,Low Sugar,0.111,Snack Foods,185.51,OUT002,Small,Tier 3,Food Mart,1489.42,28
14.93,Regular,0.007,Fruits and Vegetables,141.63,OUT004,Medium,Tier 2,Supermarket Type2,3858.15,17
16.56,Low Sugar,0.106,Fruits and Vegetables,159.4,OUT001,High,Tier 2,Supermarket Type1,4589.83,39
10.92,No Sugar,0.116,Household,132.16,OUT004,Medium,Tier 2,Supermarket Type2,2756.93,17
14.74,Low Sugar,0.204,Soft Drinks,168.07,OUT003,Medium,Tier 1,Departmental Store,4355.54,27
13.95,No Sugar,0.021,Health and Hygiene,111.9,OUT004,Medium,Tier 2,Supermarket Type2,3027.72,17
12.9,Low Sugar,0.15,Dairy,129.8,OUT004,Medium,Tier 2,Supermarket Type2,3157.23,17
9.96,Low Sugar,0.047,Frozen Foods,136.53,OUT004,Medium,Tier 2,Supermarket Type2,2630.07,17
10.99,No Sugar,0.012,Health and Hygiene,170.4,OUT004,Medium,Tier 2,Supermarket Type2,3556.0,17
18.73,Regular,0.124,Dairy,168.5,OUT003,Medium,Tier 1,Departmental Store,5265.84,27
17.73,Low Sugar,0.032,Snack Foods,214.33,OUT003,Medium,Tier 1,Departmental Store,5976.67,27
12.72,Low Sugar,0.071,Frozen Foods,164.03,OUT004,Medium,Tier 2,Supermarket Type2,3816.69,17
13.4,Low Sugar,0.047,Frozen Foods,178.15,OUT001,High,Tier 2,Supermarket Type1,3020.84,39
15.18,Low Sugar,0.104,Dairy,154.63,OUT001,High,Tier 2,Supermarket Type1,4180.54,39
14.67,Low Sugar,0.029,Meat,175.26,OUT003,Medium,Tier 1,Departmental Store,4486.56,27
11.39,Low Sugar,0.034,Fruits and Vegetables,137.21,OUT004,Medium,Tier 2,Supermarket Type2,2966.09,17
11.74,Low Sugar,0.176,Hard Drinks,137.3,OUT004,Medium,Tier 2,Supermarket Type2,3048.91,17
14.48,Low Sugar,0.089,Breads,195.27,OUT001,High,Tier 2,Supermarket Type1,4854.34,39
11.53,Regular,0.036,Canned,102.32,OUT002,Small,Tier 3,Food Mart,2285.44,28
11.68,Regular,0.044,Baking Goods,141.82,OUT004,Medium,Tier 2,Supermarket Type2,3126.36,17
11.36,Regular,0.112,Snack Foods,157.67,OUT004,Medium,Tier 2,Supermarket Type2,3379.19,17
12.14,Regular,0.014,Baking Goods,140.33,OUT004,Medium,Tier 2,Supermarket Type2,3200.56,17
12.02,Regular,0.013,Soft Drinks,201.24,OUT003,Medium,Tier 1,Departmental Store,4419.17,27
9.49,Low Sugar,0.055,Snack Foods,140.55,OUT004,Medium,Tier 2,Supermarket Type2,2605.92,17
17.93,Regular,0.046,Fruits and Vegetables,141.15,OUT001,High,Tier 2,Supermarket Type1,4524.57,39
11.09,Regular,0.039,Baking Goods,129.84,OUT004,Medium,Tier 2,Supermarket Type2,2747.25,17
15.25,Low Sugar,0.138,Soft Drinks,191.9,OUT001,High,Tier 2,Supermarket Type1,3547.55,39
11.94,No Sugar,0.041,Health and Hygiene,153.82,OUT004,Medium,Tier 2,Supermarket Type2,3431.83,17
10.46,Regular,0.047,Baking Goods,119.9,OUT001,High,Tier 2,Supermarket Type1,2403.26,39
14.44,No Sugar,0.062,Household,205.48,OUT003,Medium,Tier 1,Departmental Store,5052.78,27
13.75,Low Sugar,0.161,Dairy,196.84,OUT001,High,Tier 2,Supermarket Type1,4721.42,39
11.93,Low Sugar,0.067,Breads,143.48,OUT004,Medium,Tier 2,Supermarket Type2,3216.58,17
13.71,Low Sugar,0.175,Dairy,123.9,OUT004,Medium,Tier 2,Supermarket Type2,3218.7,17
12.56,Low Sugar,0.084,Meat,126.16,OUT004,Medium,Tier 2,Supermarket Type2,3005.68,17
11.48,Low Sugar,0.074,Breakfast,120.47,OUT002,Small,Tier 3,Food Mart,657.14,28
15.3,Low Sugar,0.093,Breakfast,201.26,OUT003,Medium,Tier 1,Departmental Store,5161.01,27
8.9,Regular,0.223,Snack Foods,146.94,OUT004,Medium,Tier 2,Supermarket Type2,2602.9,17
11.5,Regular,0.034,Fruits and Vegetables,115.67,OUT004,Medium,Tier 2,Supermarket Type2,2550.82,17
10.54,No Sugar,0.138,Health and Hygiene,111.69,OUT002,Small,Tier 3,Food Mart,2252.34,28
9.5,Regular,0.11,Fruits and Vegetables,96.12,OUT002,Small,Tier 3,Food Mart,1699.26,28
12.79,No Sugar,0.041,Health and Hygiene,160.14,OUT004,Medium,Tier 2,Supermarket Type2,3753.22,17
15.13,Low Sugar,0.099,Meat,148.98,OUT001,High,Tier 2,Supermarket Type1,4914.05,39
11.83,Regular,0.046,Fruits and Vegetables,149.38,OUT004,Medium,Tier 2,Supermarket Type2,3314.39,17
9.94,Low Sugar,0.032,Dairy,173.45,OUT004,Medium,Tier 2,Supermarket Type2,3381.35,17
11.35,Low Sugar,0.032,Fruits and Vegetables,118.98,OUT004,Medium,Tier 2,Supermarket Type2,2584.33,17
15.38,No Sugar,0.062,Health and Hygiene,207.44,OUT003,Medium,Tier 1,Departmental Store,5305.52,27
12.46,Low Sugar,0.017,Hard Drinks,106.03,OUT004,Medium,Tier 2,Supermarket Type2,2550.85,17
12.6,No Sugar,0.052,Household,122.98,OUT004,Medium,Tier 2,Supermarket Type2,2949.61,17
14.79,Low Sugar,0.014,Fruits and Vegetables,175.33,OUT001,High,Tier 2,Supermarket Type1,4516.25,39
9.97,Low Sugar,0.038,Meat,137.62,OUT004,Medium,Tier 2,Supermarket Type2,2655.24,17
10.4,Low Sugar,0.039,Dairy,131.98,OUT004,Medium,Tier 2,Supermarket Type2,2635.72,17
13.24,Low Sugar,0.047,Meat,125.49,OUT004,Medium,Tier 2,Supermarket Type2,3144.3,17
16.37,Regular,0.128,Baking Goods,196.98,OUT003,Medium,Tier 1,Departmental Store,5314.57,27
15.23,Regular,0.012,Baking Goods,187.84,OUT001,High,Tier 2,Supermarket Type1,4870.4,39
11.65,Low Sugar,0.063,Fruits and Vegetables,123.93,OUT004,Medium,Tier 2,Supermarket Type2,2752.96,17
12.17,Low Sugar,0.047,Canned,151.19,OUT004,Medium,Tier 2,Supermarket Type2,2143.77,17
12.09,Low Sugar,0.039,Snack Foods,171.5,OUT004,Medium,Tier 2,Supermarket Type2,3826.91,17
13.79,Low Sugar,0.118,Dairy,125.94,OUT004,Medium,Tier 2,Supermarket Type2,3277.81,17
10.21,Low Sugar,0.038,Baking Goods,97.63,OUT002,Small,Tier 3,Food Mart,1890.83,28
14.86,Low Sugar,0.012,Soft Drinks,184.22,OUT001,High,Tier 2,Supermarket Type1,4712.88,39
13.35,Low Sugar,0.034,Baking Goods,138.98,OUT004,Medium,Tier 2,Supermarket Type2,3445.02,17
12.07,Regular,0.035,Canned,155.54,OUT004,Medium,Tier 2,Supermarket Type2,3495.09,17
9.74,No Sugar,0.097,Health and Hygiene,95.46,OUT002,Small,Tier 3,Food Mart,1739.07,28
15.45,Low Sugar,0.069,Frozen Foods,161.96,OUT003,Medium,Tier 1,Departmental Store,4391.3,27
9.45,Regular,0.083,Frozen Foods,133.99,OUT001,High,Tier 2,Supermarket Type1,2463.32,39
11.82,Low Sugar,0.025,Frozen Foods,78.52,OUT002,Small,Tier 3,Food Mart,1862.85,28
10.51,Low Sugar,0.043,Baking Goods,121.81,OUT001,High,Tier 2,Supermarket Type1,2453.04,39
14.05,Low Sugar,0.026,Frozen Foods,148.45,OUT004,Medium,Tier 2,Supermarket Type2,3796.94,17
16.04,Low Sugar,0.054,Snack Foods,173.2,OUT001,High,Tier 2,Supermarket Type1,4753.32,39
11.48,Low Sugar,0.074,Hard Drinks,101.99,OUT002,Small,Tier 3,Food Mart,2265.79,28
17.79,Regular,0.007,Soft Drinks,211.89,OUT003,Medium,Tier 1,Departmental Store,3999.51,27
13.16,Low Sugar,0.031,Snack Foods,178.14,OUT003,Medium,Tier 1,Departmental Store,4203.34,27
10.64,Regular,0.178,Canned,120.48,OUT001,High,Tier 2,Supermarket Type1,2456.1,39
12.45,Low Sugar,0.123,Meat,181.21,OUT001,High,Tier 2,Supermarket Type1,4105.78,39
11.41,Low Sugar,0.061,Snack Foods,137.23,OUT004,Medium,Tier 2,Supermarket Type2,2971.04,17
12.49,No Sugar,0.019,Health and Hygiene,133.8,OUT004,Medium,Tier 2,Supermarket Type2,3145.81,17
10.36,Low Sugar,0.044,Dairy,132.59,OUT004,Medium,Tier 2,Supermarket Type2,2640.35,17
9.57,No Sugar,0.079,Household,172.1,OUT003,Medium,Tier 1,Departmental Store,6524.12,27
12.5,Low Sugar,0.03,Baking Goods,155.12,OUT004,Medium,Tier 2,Supermarket Type2,3583.24,17
11.2,Low Sugar,0.032,Snack Foods,96.67,OUT002,Small,Tier 3,Food Mart,2095.15,28
10.2,Low Sugar,0.088,Snack Foods,92.62,OUT002,Small,Tier 3,Food Mart,1785.64,28
12.0,Low Sugar,0.058,Soft Drinks,110.21,OUT004,Medium,Tier 2,Supermarket Type2,2551.99,17
13.37,Low Sugar,0.064,Soft Drinks,143.54,OUT004,Medium,Tier 2,Supermarket Type2,3543.33,17
11.79,Low Sugar,0.021,Snack Foods,126.98,OUT004,Medium,Tier 2,Supermarket Type2,2848.37,17
9.38,Low Sugar,0.128,Fruits and Vegetables,127.45,OUT001,High,Tier 2,Supermarket Type1,2312.15,39
9.77,Low Sugar,0.035,Canned,154.41,OUT004,Medium,Tier 2,Supermarket Type2,2952.72,17
16.19,Regular,0.006,Meat,123.22,OUT004,Medium,Tier 2,Supermarket Type2,3766.21,17
12.06,Regular,0.025,Baking Goods,169.22,OUT004,Medium,Tier 2,Supermarket Type2,3772.41,17
9.85,Regular,0.018,Baking Goods,126.73,OUT001,High,Tier 2,Supermarket Type1,2405.44,39
10.78,No Sugar,0.118,Household,100.72,OUT002,Small,Tier 3,Food Mart,2082.07,28
13.98,Regular,0.106,Frozen Foods,118.7,OUT004,Medium,Tier 2,Supermarket Type2,3173.34,17
13.48,Regular,0.113,Hard Drinks,166.99,OUT001,High,Tier 2,Supermarket Type1,4048.07,39
12.1,No Sugar,0.076,Household,113.74,OUT004,Medium,Tier 2,Supermarket Type2,2647.78,17
10.09,Low Sugar,0.012,Baking Goods,105.52,OUT002,Small,Tier 3,Food Mart,2025.81,28
11.66,Regular,0.034,Frozen Foods,141.28,OUT004,Medium,Tier 2,Supermarket Type2,3111.45,17
14.0,Low Sugar,0.13,Canned,130.85,OUT004,Medium,Tier 2,Supermarket Type2,3427.77,17
11.42,No Sugar,0.021,Health and Hygiene,176.93,OUT004,Medium,Tier 2,Supermarket Type2,3785.98,17
12.38,Low Sugar,0.015,Snack Foods,155.8,OUT004,Medium,Tier 2,Supermarket Type2,3571.85,17
12.51,Low Sugar,0.093,Hard Drinks,172.55,OUT004,Medium,Tier 2,Supermarket Type2,3942.89,17
10.38,Low Sugar,0.013,Breads,84.65,OUT002,Small,Tier 3,Food Mart,1662.46,28
13.18,Low Sugar,0.053,Dairy,152.28,OUT004,Medium,Tier 2,Supermarket Type2,3680.13,17
13.03,Low Sugar,0.031,Snack Foods,135.35,OUT004,Medium,Tier 2,Supermarket Type2,3298.63,17
14.73,Low Sugar,0.177,Snack Foods,224.93,OUT002,Small,Tier 3,Food Mart,2186.08,28
